combo_id,window_start,window_end,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",2023-10,2024-09,186,186.0,11.95,6.42,10.47,7,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",2024-04,2025-03,201,201.0,37.58,18.7,11.15,8,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",2024-10,2025-09,206,206.0,29.54,14.34,12.42,7,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",2025-04,2026-03,173,173.0,16.62,9.61,12.28,8,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2013-04,2014-03,153,153.0,7.52,4.92,17.23,5,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2013-10,2014-09,147,147.0,4.92,3.35,16.14,4,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2014-04,2015-03,145,145.0,-20.54,-14.17,29.14,3,7,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2014-10,2015-09,154,154.0,-17.23,-11.19,23.64,5,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2015-04,2016-03,155,155.0,6.21,4.01,12.79,8,3,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2015-10,2016-09,130,130.0,37.14,28.57,6.63,9,2,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2016-04,2017-03,123,123.0,43.97,35.75,6.51,9,1,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2016-10,2017-09,152,152.0,11.32,7.45,18.86,8,2,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2017-04,2018-03,157,157.0,-2.32,-1.48,20.47,8,3,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2017-10,2018-09,142,142.0,23.62,16.63,9.03,9,1,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2018-04,2019-03,163,163.0,25.2,15.46,11.78,7,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2018-10,2019-09,181,181.0,-9.07,-5.01,25.97,3,8,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2019-04,2020-03,163,163.0,-20.55,-12.61,26.48,3,8,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2019-10,2020-09,155,155.0,2.14,1.38,16.95,5,4,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2020-04,2021-03,158,158.0,15.2,9.62,16.86,6,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2020-10,2021-09,153,153.0,21.4,13.99,9.2,8,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2021-04,2022-03,157,157.0,-0.21,-0.13,18.71,5,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2021-10,2022-09,153,153.0,-14.62,-9.56,23.14,2,9,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2022-04,2023-03,147,147.0,19.07,12.97,15.56,4,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2022-10,2023-09,176,176.0,54.31,30.86,6.41,7,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2023-04,2024-03,177,177.0,34.21,19.33,8.13,8,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2023-10,2024-09,189,189.0,8.56,4.53,11.34,6,5,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2024-04,2025-03,206,206.0,30.86,14.98,10.21,7,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2024-10,2025-09,194,194.0,24.47,12.61,12.28,8,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2025-04,2026-03,153,153.0,11.06,7.23,12.28,8,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2013-04,2014-03,158,158.0,9.51,6.02,16.81,5,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2013-10,2014-09,145,145.0,7.48,5.16,11.57,4,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2014-04,2015-03,145,145.0,-14.97,-10.32,21.52,3,7,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2014-10,2015-09,155,155.0,-10.84,-6.99,21.07,5,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2015-04,2016-03,153,153.0,5.99,3.92,11.98,8,3,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2015-10,2016-09,135,135.0,30.11,22.3,8.01,10,1,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2016-04,2017-03,133,133.0,39.18,29.46,4.72,10,0,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2016-10,2017-09,158,158.0,7.28,4.61,18.79,7,3,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2017-04,2018-03,160,160.0,-6.23,-3.89,19.55,7,4,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2017-10,2018-09,144,144.0,16.96,11.78,8.65,8,2,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2018-04,2019-03,162,162.0,21.5,13.27,11.06,6,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2018-10,2019-09,179,179.0,-10.05,-5.61,27.46,3,8,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2019-04,2020-03,162,162.0,-22.36,-13.8,28.29,3,8,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2019-10,2020-09,154,154.0,5.05,3.28,15.42,5,4,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2020-04,2021-03,159,159.0,16.04,10.09,15.96,5,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2020-10,2021-09,153,153.0,14.49,9.47,9.32,7,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2021-04,2022-03,160,160.0,-7.33,-4.58,20.09,5,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2021-10,2022-09,159,159.0,-12.55,-7.89,23.09,2,9,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2022-04,2023-03,149,149.0,19.88,13.34,13.2,4,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2022-10,2023-09,179,179.0,53.42,29.84,8.0,8,2,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2023-04,2024-03,183,183.0,40.42,22.09,8.0,9,2,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2023-10,2024-09,194,194.0,13.26,6.84,9.54,7,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2024-04,2025-03,208,208.0,30.69,14.75,9.88,8,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2024-10,2025-09,197,197.0,21.15,10.74,12.76,8,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",2025-04,2026-03,162,162.0,9.36,5.78,12.78,8,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2013-04,2014-03,183,183.0,18.34,10.02,15.62,7,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2013-10,2014-09,153,153.0,22.2,14.51,7.18,8,2,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2014-04,2015-03,152,152.0,-12.01,-7.9,22.55,4,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2014-10,2015-09,178,178.0,-13.11,-7.37,21.34,4,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2015-04,2016-03,169,169.0,4.61,2.73,7.96,8,3,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2015-10,2016-09,142,142.0,13.74,9.68,10.94,7,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2016-04,2017-03,137,137.0,24.95,18.21,10.65,7,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2016-10,2017-09,161,161.0,10.4,6.46,19.36,8,2,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2017-04,2018-03,180,180.0,3.93,2.18,19.36,9,2,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2017-10,2018-09,180,180.0,11.31,6.28,9.56,8,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2018-04,2019-03,183,183.0,13.56,7.41,9.29,7,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2018-10,2019-09,188,188.0,6.12,3.26,13.9,7,4,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2019-04,2020-03,171,171.0,-8.68,-5.08,16.59,5,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2019-10,2020-09,148,148.0,9.39,6.34,14.06,5,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2020-04,2021-03,164,164.0,13.04,7.95,14.2,4,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2020-10,2021-09,178,178.0,21.56,12.11,15.49,6,5,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2021-04,2022-03,172,172.0,8.89,5.17,19.23,5,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2021-10,2022-09,175,175.0,-14.17,-8.1,25.58,3,8,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2022-04,2023-03,170,170.0,5.78,3.4,18.03,4,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2022-10,2023-09,170,170.0,31.56,18.56,7.05,6,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2023-04,2024-03,183,183.0,23.65,12.92,7.39,7,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2023-10,2024-09,196,196.0,4.84,2.47,13.34,6,5,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2024-04,2025-03,196,196.0,25.36,12.94,13.34,7,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2024-10,2025-09,181,181.0,23.13,12.78,12.02,6,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)",2025-04,2026-03,142,142.0,11.27,7.94,12.83,7,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",2013-04,2014-03,157,157.0,12.17,7.75,11.88,6,5,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",2013-10,2014-09,135,135.0,13.42,9.94,16.73,7,3,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",2014-04,2015-03,138,138.0,-10.08,-7.3,30.16,4,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",2014-10,2015-09,156,156.0,-14.43,-9.25,27.32,3,8,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",2015-04,2016-03,147,147.0,12.5,8.5,12.0,6,5,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",2015-10,2016-09,132,132.0,19.9,15.08,12.19,7,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",2016-04,2017-03,122,122.0,19.44,15.93,9.79,7,4,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",2016-10,2017-09,145,145.0,5.61,3.87,24.79,7,4,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",2017-04,2018-03,155,155.0,-10.01,-6.46,32.54,5,6,False
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",2017-10,2018-09,140,140.0,22.81,16.29,13.02,6,5,True
"AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8) || PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34) || AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",2018-04,2019-03,145,145.0,30.9,21.31,10.73,6,5,True
