source,columns,key,label,rule_id,rule_description,odds_source,candidate_count,selected_candidates,train_months,min_train_rows,min_predicted_ev,ridge,discovery_bets,discovery_profit,discovery_roi_pct,bets,profit,roi_pct,max_drawdown,positive_months,negative_months,window_count,passed_windows,active_window_count,active_passed_windows,active_pass_rate,decision_reasons,decision
reports\market_bias_diagnostics_v1\market_bias.csv,league|outcome|odds_bucket,"SC0|home|[1.0,1.8)",AVG_OPEN_rulesrd90db82c_train30_n120_ev0p02_top1_ridge35_cap0.08,rd90db82c,rule_league_SC0_odds_bucket_1p0_1p8_outcome_home,AVG_OPEN,315,97,30,120,0.02,35.0,317,15.63,4.93,97,53.6,5.53,37.5,17,11,6,3,5,3,0.6,['bets<150'],REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|outcome|odds_bucket,"SC0|home|[1.0,1.8)",AVG_OPEN_rulesrd90db82c_train18_n80_ev0p0_top1_ridge10_cap0.08,rd90db82c,rule_league_SC0_odds_bucket_1p0_1p8_outcome_home,AVG_OPEN,315,80,18,80,0.0,10.0,317,15.63,4.93,80,76.4,9.55,36.3,17,10,6,3,6,3,0.5,"['bets<150', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|outcome|odds_bucket,"SC0|home|[1.0,1.8)",AVG_OPEN_rulesrd90db82c_train18_n80_ev0p02_top1_ridge35_cap0.08,rd90db82c,rule_league_SC0_odds_bucket_1p0_1p8_outcome_home,AVG_OPEN,315,83,18,80,0.02,35.0,317,15.63,4.93,83,71.8,8.65,36.3,15,12,6,3,6,3,0.5,"['bets<150', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|outcome|market_prob_bucket,"P1|away|[0.55,1.00]",AVG_OPEN_rulesr8aaf858e_train30_n80_ev0p0_top1_ridge10_cap0.08,r8aaf858e,rule_league_P1_market_prob_bucket_0p55_1p00_outcome_away,AVG_OPEN,247,106,30,80,0.0,10.0,247,25.51,10.33,106,88.0,8.3,36.5,21,11,6,3,6,3,0.5,"['bets<150', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|outcome|odds_bucket,"SC0|home|[1.0,1.8)",AVG_OPEN_rulesrd90db82c_train18_n80_ev0p02_top1_ridge10_cap0.08,rd90db82c,rule_league_SC0_odds_bucket_1p0_1p8_outcome_home,AVG_OPEN,315,76,18,80,0.02,10.0,317,15.63,4.93,76,62.3,8.2,36.3,16,10,6,3,6,3,0.5,"['bets<150', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket,"T1|[0.55,1.00]",AVG_OPEN_rulesre025591d_train30_n80_ev0p02_top1_ridge10_cap0.08,re025591d,rule_league_T1_market_prob_bucket_0p55_1p00,AVG_OPEN,489,222,30,80,0.02,10.0,500,38.67,7.73,222,159.7,7.19,50.8,21,19,6,3,6,3,0.5,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|outcome|odds_bucket,"SC0|home|[1.0,1.8)",AVG_OPEN_rulesrd90db82c_train30_n80_ev0p0_top1_ridge35_cap0.08,rd90db82c,rule_league_SC0_odds_bucket_1p0_1p8_outcome_home,AVG_OPEN,315,138,30,80,0.0,35.0,317,15.63,4.93,138,95.7,6.93,37.2,21,16,6,3,6,3,0.5,"['bets<150', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket,"T1|[0.55,1.00]",AVG_OPEN_rulesre025591d_train30_n120_ev0p02_top1_ridge10_cap0.08,re025591d,rule_league_T1_market_prob_bucket_0p55_1p00,AVG_OPEN,489,195,30,120,0.02,10.0,500,38.67,7.73,195,130.0,6.67,50.8,18,17,6,3,6,3,0.5,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket,"T1|[0.55,1.00]",AVG_OPEN_rulesre025591d_train30_n80_ev0p0_top1_ridge10_cap0.08,re025591d,rule_league_T1_market_prob_bucket_0p55_1p00,AVG_OPEN,489,236,30,80,0.0,10.0,500,38.67,7.73,236,151.6,6.42,43.3,22,18,6,3,6,3,0.5,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|outcome|odds_bucket,"SC0|home|[1.0,1.8)",AVG_OPEN_rulesrd90db82c_train30_n80_ev0p0_top1_ridge10_cap0.08,rd90db82c,rule_league_SC0_odds_bucket_1p0_1p8_outcome_home,AVG_OPEN,315,136,30,80,0.0,10.0,317,15.63,4.93,136,83.4,6.13,37.5,21,16,6,3,6,3,0.5,"['bets<150', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|outcome|odds_bucket,"SC0|home|[1.0,1.8)",AVG_OPEN_rulesrd90db82c_train18_n80_ev0p0_top1_ridge35_cap0.08,rd90db82c,rule_league_SC0_odds_bucket_1p0_1p8_outcome_home,AVG_OPEN,315,90,18,80,0.0,35.0,317,15.63,4.93,90,53.1,5.9,36.3,16,13,6,3,6,3,0.5,"['bets<150', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket,"T1|[0.55,1.00]",AVG_OPEN_rulesre025591d_train30_n120_ev0p0_top1_ridge10_cap0.08,re025591d,rule_league_T1_market_prob_bucket_0p55_1p00,AVG_OPEN,489,209,30,120,0.0,10.0,500,38.67,7.73,209,121.9,5.83,43.3,19,16,6,3,6,3,0.5,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket,"T1|[0.55,1.00]",AVG_OPEN_rulesre025591d_train18_n80_ev0p02_top1_ridge35_cap0.08,re025591d,rule_league_T1_market_prob_bucket_0p55_1p00,AVG_OPEN,489,228,18,80,0.02,35.0,500,38.67,7.73,228,119.2,5.23,57.0,20,19,6,3,6,3,0.5,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|outcome|market_prob_bucket,"P1|away|[0.55,1.00]",AVG_OPEN_rulesr8aaf858e_train30_n80_ev0p02_top1_ridge10_cap0.08,r8aaf858e,rule_league_P1_market_prob_bucket_0p55_1p00_outcome_away,AVG_OPEN,247,98,30,80,0.02,10.0,247,25.51,10.33,98,74.4,7.59,38.2,22,10,6,2,6,2,0.3333,"['bets<150', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket,"P1|[0.55,1.00]",AVG_OPEN_rulesra9aa4c57_train30_n80_ev0p02_top1_ridge35_cap0.08,ra9aa4c57,rule_league_P1_market_prob_bucket_0p55_1p00,AVG_OPEN,595,208,30,80,0.02,35.0,606,22.11,3.65,208,133.4,6.41,57.5,26,11,6,2,6,2,0.3333,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|odds_bucket|market_prob_bucket,"P1|[1.0,1.8)|[0.55,1.00]",AVG_OPEN_rulesrcd870bda_train30_n80_ev0p02_top1_ridge35_cap0.08,rcd870bda,rule_league_P1_market_prob_bucket_0p55_1p00_odds_bucket_1p0_1p8,AVG_OPEN,595,208,30,80,0.02,35.0,606,22.11,3.65,208,133.4,6.41,57.5,26,11,6,2,6,2,0.3333,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket|favorite_relation,"P1|[0.55,1.00]|market_favorite",AVG_OPEN_rulesr4107da4f_train30_n80_ev0p02_top1_ridge35_cap0.08,r4107da4f,rule_favorite_relation_market_favorite_league_P1_market_prob_bucket_0p55_1p00,AVG_OPEN,595,208,30,80,0.02,35.0,606,22.11,3.65,208,133.4,6.41,57.5,26,11,6,2,6,2,0.3333,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|outcome|market_prob_bucket,"P1|away|[0.55,1.00]",AVG_OPEN_rulesr8aaf858e_train30_n80_ev0p0_top1_ridge35_cap0.08,r8aaf858e,rule_league_P1_market_prob_bucket_0p55_1p00_outcome_away,AVG_OPEN,247,111,30,80,0.0,35.0,247,25.51,10.33,111,65.5,5.9,47.9,22,10,6,2,6,2,0.3333,"['bets<150', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket,"P1|[0.55,1.00]",AVG_OPEN_rulesra9aa4c57_train30_n120_ev0p02_top1_ridge35_cap0.08,ra9aa4c57,rule_league_P1_market_prob_bucket_0p55_1p00,AVG_OPEN,595,203,30,120,0.02,35.0,606,22.11,3.65,203,113.9,5.61,57.5,25,11,6,2,6,2,0.3333,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|odds_bucket|market_prob_bucket,"P1|[1.0,1.8)|[0.55,1.00]",AVG_OPEN_rulesrcd870bda_train30_n120_ev0p02_top1_ridge35_cap0.08,rcd870bda,rule_league_P1_market_prob_bucket_0p55_1p00_odds_bucket_1p0_1p8,AVG_OPEN,595,203,30,120,0.02,35.0,606,22.11,3.65,203,113.9,5.61,57.5,25,11,6,2,6,2,0.3333,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket|favorite_relation,"P1|[0.55,1.00]|market_favorite",AVG_OPEN_rulesr4107da4f_train30_n120_ev0p02_top1_ridge35_cap0.08,r4107da4f,rule_favorite_relation_market_favorite_league_P1_market_prob_bucket_0p55_1p00,AVG_OPEN,595,203,30,120,0.02,35.0,606,22.11,3.65,203,113.9,5.61,57.5,25,11,6,2,6,2,0.3333,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket,"P1|[0.55,1.00]",AVG_OPEN_rulesra9aa4c57_train18_n80_ev0p02_top1_ridge35_cap0.08,ra9aa4c57,rule_league_P1_market_prob_bucket_0p55_1p00,AVG_OPEN,595,209,18,80,0.02,35.0,606,22.11,3.65,209,91.9,4.4,99.6,22,14,6,2,6,2,0.3333,"['max_drawdown>profit', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|odds_bucket|market_prob_bucket,"P1|[1.0,1.8)|[0.55,1.00]",AVG_OPEN_rulesrcd870bda_train18_n80_ev0p02_top1_ridge35_cap0.08,rcd870bda,rule_league_P1_market_prob_bucket_0p55_1p00_odds_bucket_1p0_1p8,AVG_OPEN,595,209,18,80,0.02,35.0,606,22.11,3.65,209,91.9,4.4,99.6,22,14,6,2,6,2,0.3333,"['max_drawdown>profit', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket|favorite_relation,"P1|[0.55,1.00]|market_favorite",AVG_OPEN_rulesr4107da4f_train18_n80_ev0p02_top1_ridge35_cap0.08,r4107da4f,rule_favorite_relation_market_favorite_league_P1_market_prob_bucket_0p55_1p00,AVG_OPEN,595,209,18,80,0.02,35.0,606,22.11,3.65,209,91.9,4.4,99.6,22,14,6,2,6,2,0.3333,"['max_drawdown>profit', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket,"P1|[0.55,1.00]",AVG_OPEN_rulesra9aa4c57_train18_n80_ev0p02_top1_ridge10_cap0.08,ra9aa4c57,rule_league_P1_market_prob_bucket_0p55_1p00,AVG_OPEN,595,208,18,80,0.02,10.0,606,22.11,3.65,208,89.3,4.29,82.3,23,14,6,2,6,2,0.3333,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|odds_bucket|market_prob_bucket,"P1|[1.0,1.8)|[0.55,1.00]",AVG_OPEN_rulesrcd870bda_train18_n80_ev0p02_top1_ridge10_cap0.08,rcd870bda,rule_league_P1_market_prob_bucket_0p55_1p00_odds_bucket_1p0_1p8,AVG_OPEN,595,208,18,80,0.02,10.0,606,22.11,3.65,208,89.3,4.29,82.3,23,14,6,2,6,2,0.3333,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket|favorite_relation,"P1|[0.55,1.00]|market_favorite",AVG_OPEN_rulesr4107da4f_train18_n80_ev0p02_top1_ridge10_cap0.08,r4107da4f,rule_favorite_relation_market_favorite_league_P1_market_prob_bucket_0p55_1p00,AVG_OPEN,595,208,18,80,0.02,10.0,606,22.11,3.65,208,89.3,4.29,82.3,23,14,6,2,6,2,0.3333,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket,"P1|[0.55,1.00]",AVG_OPEN_rulesra9aa4c57_train18_n120_ev0p02_top1_ridge10_cap0.08,ra9aa4c57,rule_league_P1_market_prob_bucket_0p55_1p00,AVG_OPEN,595,203,18,120,0.02,10.0,606,22.11,3.65,203,83.5,4.11,82.3,22,14,6,2,6,2,0.3333,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|odds_bucket|market_prob_bucket,"P1|[1.0,1.8)|[0.55,1.00]",AVG_OPEN_rulesrcd870bda_train18_n120_ev0p02_top1_ridge10_cap0.08,rcd870bda,rule_league_P1_market_prob_bucket_0p55_1p00_odds_bucket_1p0_1p8,AVG_OPEN,595,203,18,120,0.02,10.0,606,22.11,3.65,203,83.5,4.11,82.3,22,14,6,2,6,2,0.3333,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket|favorite_relation,"P1|[0.55,1.00]|market_favorite",AVG_OPEN_rulesr4107da4f_train18_n120_ev0p02_top1_ridge10_cap0.08,r4107da4f,rule_favorite_relation_market_favorite_league_P1_market_prob_bucket_0p55_1p00,AVG_OPEN,595,203,18,120,0.02,10.0,606,22.11,3.65,203,83.5,4.11,82.3,22,14,6,2,6,2,0.3333,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket,"P1|[0.55,1.00]",AVG_OPEN_rulesra9aa4c57_train18_n120_ev0p02_top1_ridge35_cap0.08,ra9aa4c57,rule_league_P1_market_prob_bucket_0p55_1p00,AVG_OPEN,595,204,18,120,0.02,35.0,606,22.11,3.65,204,72.4,3.55,99.6,21,14,6,2,6,2,0.3333,"['max_drawdown>profit', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|odds_bucket|market_prob_bucket,"P1|[1.0,1.8)|[0.55,1.00]",AVG_OPEN_rulesrcd870bda_train18_n120_ev0p02_top1_ridge35_cap0.08,rcd870bda,rule_league_P1_market_prob_bucket_0p55_1p00_odds_bucket_1p0_1p8,AVG_OPEN,595,204,18,120,0.02,35.0,606,22.11,3.65,204,72.4,3.55,99.6,21,14,6,2,6,2,0.3333,"['max_drawdown>profit', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket|favorite_relation,"P1|[0.55,1.00]|market_favorite",AVG_OPEN_rulesr4107da4f_train18_n120_ev0p02_top1_ridge35_cap0.08,r4107da4f,rule_favorite_relation_market_favorite_league_P1_market_prob_bucket_0p55_1p00,AVG_OPEN,595,204,18,120,0.02,35.0,606,22.11,3.65,204,72.4,3.55,99.6,21,14,6,2,6,2,0.3333,"['max_drawdown>profit', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket,"T1|[0.55,1.00]",AVG_OPEN_rulesre025591d_train18_n120_ev0p02_top1_ridge35_cap0.08,re025591d,rule_league_T1_market_prob_bucket_0p55_1p00,AVG_OPEN,489,177,18,120,0.02,35.0,500,38.67,7.73,177,59.2,3.34,57.0,15,16,6,2,6,2,0.3333,"['positive_months<=negative_months', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket,"P1|[0.55,1.00]",AVG_OPEN_rulesra9aa4c57_train30_n80_ev0p0_top1_ridge35_cap0.08,ra9aa4c57,rule_league_P1_market_prob_bucket_0p55_1p00,AVG_OPEN,595,239,30,80,0.0,35.0,606,22.11,3.65,239,78.8,3.3,89.3,24,14,6,2,6,2,0.3333,"['max_drawdown>profit', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|odds_bucket|market_prob_bucket,"P1|[1.0,1.8)|[0.55,1.00]",AVG_OPEN_rulesrcd870bda_train30_n80_ev0p0_top1_ridge35_cap0.08,rcd870bda,rule_league_P1_market_prob_bucket_0p55_1p00_odds_bucket_1p0_1p8,AVG_OPEN,595,239,30,80,0.0,35.0,606,22.11,3.65,239,78.8,3.3,89.3,24,14,6,2,6,2,0.3333,"['max_drawdown>profit', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket|favorite_relation,"P1|[0.55,1.00]|market_favorite",AVG_OPEN_rulesr4107da4f_train30_n80_ev0p0_top1_ridge35_cap0.08,r4107da4f,rule_favorite_relation_market_favorite_league_P1_market_prob_bucket_0p55_1p00,AVG_OPEN,595,239,30,80,0.0,35.0,606,22.11,3.65,239,78.8,3.3,89.3,24,14,6,2,6,2,0.3333,"['max_drawdown>profit', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket,"P1|[0.55,1.00]",AVG_OPEN_rulesra9aa4c57_train18_n80_ev0p0_top1_ridge10_cap0.08,ra9aa4c57,rule_league_P1_market_prob_bucket_0p55_1p00,AVG_OPEN,595,231,18,80,0.0,10.0,606,22.11,3.65,231,72.7,3.15,78.6,23,15,6,2,6,2,0.3333,"['max_drawdown>profit', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|odds_bucket|market_prob_bucket,"P1|[1.0,1.8)|[0.55,1.00]",AVG_OPEN_rulesrcd870bda_train18_n80_ev0p0_top1_ridge10_cap0.08,rcd870bda,rule_league_P1_market_prob_bucket_0p55_1p00_odds_bucket_1p0_1p8,AVG_OPEN,595,231,18,80,0.0,10.0,606,22.11,3.65,231,72.7,3.15,78.6,23,15,6,2,6,2,0.3333,"['max_drawdown>profit', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket|favorite_relation,"P1|[0.55,1.00]|market_favorite",AVG_OPEN_rulesr4107da4f_train18_n80_ev0p0_top1_ridge10_cap0.08,r4107da4f,rule_favorite_relation_market_favorite_league_P1_market_prob_bucket_0p55_1p00,AVG_OPEN,595,231,18,80,0.0,10.0,606,22.11,3.65,231,72.7,3.15,78.6,23,15,6,2,6,2,0.3333,"['max_drawdown>profit', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket,"P1|[0.55,1.00]",AVG_OPEN_rulesra9aa4c57_train18_n120_ev0p0_top1_ridge10_cap0.08,ra9aa4c57,rule_league_P1_market_prob_bucket_0p55_1p00,AVG_OPEN,595,226,18,120,0.0,10.0,606,22.11,3.65,226,66.9,2.96,78.6,22,15,6,2,6,2,0.3333,"['max_drawdown>profit', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|odds_bucket|market_prob_bucket,"P1|[1.0,1.8)|[0.55,1.00]",AVG_OPEN_rulesrcd870bda_train18_n120_ev0p0_top1_ridge10_cap0.08,rcd870bda,rule_league_P1_market_prob_bucket_0p55_1p00_odds_bucket_1p0_1p8,AVG_OPEN,595,226,18,120,0.0,10.0,606,22.11,3.65,226,66.9,2.96,78.6,22,15,6,2,6,2,0.3333,"['max_drawdown>profit', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket|favorite_relation,"P1|[0.55,1.00]|market_favorite",AVG_OPEN_rulesr4107da4f_train18_n120_ev0p0_top1_ridge10_cap0.08,r4107da4f,rule_favorite_relation_market_favorite_league_P1_market_prob_bucket_0p55_1p00,AVG_OPEN,595,226,18,120,0.0,10.0,606,22.11,3.65,226,66.9,2.96,78.6,22,15,6,2,6,2,0.3333,"['max_drawdown>profit', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket,"P1|[0.55,1.00]",AVG_OPEN_rulesra9aa4c57_train30_n80_ev0p02_top1_ridge10_cap0.08,ra9aa4c57,rule_league_P1_market_prob_bucket_0p55_1p00,AVG_OPEN,595,207,30,80,0.02,10.0,606,22.11,3.65,207,57.5,2.78,112.6,24,12,6,2,6,2,0.3333,"['max_drawdown>profit', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|odds_bucket|market_prob_bucket,"P1|[1.0,1.8)|[0.55,1.00]",AVG_OPEN_rulesrcd870bda_train30_n80_ev0p02_top1_ridge10_cap0.08,rcd870bda,rule_league_P1_market_prob_bucket_0p55_1p00_odds_bucket_1p0_1p8,AVG_OPEN,595,207,30,80,0.02,10.0,606,22.11,3.65,207,57.5,2.78,112.6,24,12,6,2,6,2,0.3333,"['max_drawdown>profit', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
reports\market_bias_diagnostics_v1\market_bias.csv,league|market_prob_bucket|favorite_relation,"P1|[0.55,1.00]|market_favorite",AVG_OPEN_rulesr4107da4f_train30_n80_ev0p02_top1_ridge10_cap0.08,r4107da4f,rule_favorite_relation_market_favorite_league_P1_market_prob_bucket_0p55_1p00,AVG_OPEN,595,207,30,80,0.02,10.0,606,22.11,3.65,207,57.5,2.78,112.6,24,12,6,2,6,2,0.3333,"['max_drawdown>profit', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
