columns,key,bets,profit,roi_pct,active_months,positive_months,negative_months,latest_month,latest_profit,score
league|odds_bucket|favorite_relation,"B1|[1.0,1.8)|market_favorite",609,8.07,1.33,53,31,22,2026-05,0.76,18.1458
league|odds_bucket,"T1|[2.2,2.8)",717,4.41,0.62,51,30,21,2026-05,0.97,18.0677
league|outcome|market_prob_bucket,"I2|draw|[0.28,0.34)",1259,140.21,11.14,50,29,21,2026-05,-5.0,17.225
league|outcome|market_prob_bucket,"E0|home|[0.34,0.42)",303,9.0,2.97,50,29,21,2026-05,0.55,16.3267
league|odds_bucket|market_prob_bucket,"E0|[2.2,2.8)|[0.34,0.42)",554,6.01,1.08,50,29,21,2026-05,-3.05,16.1193
league|market_prob_bucket,"E0|[0.34,0.42)",560,5.61,1.0,50,29,21,2026-05,-3.05,16.1102
league|outcome|market_prob_bucket,"SP1|away|[0.42,0.55)",230,22.58,9.82,49,28,21,2026-05,0.78,15.0799
league|outcome|odds_bucket,"G1|draw|[2.8,3.5)",629,25.21,4.01,49,28,21,2026-05,2.91,14.4409
league|outcome|odds_bucket,"E3|home|[2.8,3.5)",369,14.52,3.93,49,28,21,2026-05,-3.0,14.4328
league|odds_bucket,"SP1|[1.8,2.2)",507,17.53,3.46,51,29,22,2026-05,-8.8,14.3803
league|odds_bucket|market_prob_bucket,"SP1|[1.8,2.2)|[0.42,0.55)",507,17.53,3.46,51,29,22,2026-05,-8.8,14.3803
league|odds_bucket|favorite_relation,"SP1|[1.8,2.2)|market_favorite",507,17.53,3.46,51,29,22,2026-05,-8.8,14.3803
league|outcome|market_prob_bucket,"E3|home|[0.28,0.34)",350,11.37,3.25,47,27,20,2026-05,-4.0,14.3573
league|odds_bucket|market_prob_bucket,"E1|[2.2,2.8)|[0.42,0.55)",200,21.85,10.93,48,27,21,2026-04,-4.0,13.2018
league|outcome|odds_bucket,"N1|draw|[4.0,5.0)",385,38.0,9.87,49,27,21,2026-05,10.7,13.0857
league|odds_bucket,"T1|[1.0,1.8)",619,31.82,5.14,52,29,23,2026-05,-1.26,12.5655
league|odds_bucket|favorite_relation,"T1|[1.0,1.8)|market_favorite",619,31.82,5.14,52,29,23,2026-05,-1.26,12.5655
league|odds_bucket|market_prob_bucket,"E2|[1.0,1.8)|[0.42,0.55)",184,9.04,4.91,48,27,21,2026-05,-1.0,12.5404
league|outcome|market_prob_bucket,"T1|home|[0.55,1.00]",370,13.13,3.55,51,28,22,2026-05,0.69,12.3904
league|outcome|market_prob_bucket,"I1|away|[0.42,0.55)",306,7.83,2.56,50,28,22,2026-05,0.5,12.2815
league|market_prob_bucket|favorite_relation,"D2|[0.34,0.42)|market_favorite",484,8.87,1.83,52,29,23,2026-05,3.51,12.2016
league|outcome|odds_bucket,"E0|away|[3.5,4.0)",160,0.7,0.44,48,27,21,2026-05,-4.4,12.0481
league|outcome|market_prob_bucket,"B1|home|[0.55,1.00]",384,0.59,0.15,52,29,23,2026-05,1.37,12.0169
league|odds_bucket|market_prob_bucket,"T1|[2.2,2.8)|[0.34,0.42)",600,9.16,1.53,51,28,23,2026-05,1.97,10.1679
league|outcome|market_prob_bucket,"N1|draw|[0.20,0.28)",998,15.0,1.5,49,27,22,2026-05,5.0,10.1653
league|market_prob_bucket,"T1|[0.34,0.42)",604,7.31,1.21,51,28,23,2026-05,1.97,10.1331
league|odds_bucket|market_prob_bucket,"G1|[2.8,3.5)|[0.28,0.34)",786,7.29,0.93,49,27,22,2026-05,5.01,10.102
league|market_prob_bucket,"G1|[0.28,0.34)",793,5.79,0.73,49,27,22,2026-05,4.01,10.0803
league|market_prob_bucket|favorite_relation,"G1|[0.28,0.34)|market_non_favorite",793,5.79,0.73,49,27,22,2026-05,4.01,10.0803
league|odds_bucket,"N1|[2.8,3.5)",552,2.3,0.42,49,27,22,2026-05,-0.9,10.0458
league|odds_bucket|favorite_relation,"N1|[2.8,3.5)|market_non_favorite",552,2.3,0.42,49,27,22,2026-05,-0.9,10.0458
league|outcome|market_prob_bucket,"SP1|draw|[0.28,0.34)",780,2.96,0.38,51,28,23,2026-05,-3.25,10.0417
league|outcome|odds_bucket,"I1|away|[1.8,2.2)",219,11.66,5.32,50,27,23,2026-05,0.8,8.5857
league|outcome|market_prob_bucket,"F2|home|[0.55,1.00]",200,8.17,4.09,52,28,24,2026-05,1.66,8.4494
league|odds_bucket|market_prob_bucket,"D2|[4.0,5.0)|[0.20,0.28)",483,15.87,3.29,51,27,23,2026-05,-0.8,8.3614
league|outcome|odds_bucket,"T1|draw|[3.5,4.0)",652,21.0,3.22,52,28,24,2026-05,-1.6,8.3543
league|outcome|favorite_relation,P1|away|market_favorite,482,14.91,3.09,50,27,23,2026-05,-5.46,8.3403
league|outcome|odds_bucket,"E0|home|[2.2,2.8)",362,7.15,1.98,50,27,23,2026-05,0.55,8.2173
league|odds_bucket,"I2|[1.0,1.8)",350,6.6,1.89,50,27,23,2026-05,-1.36,8.2074
league|odds_bucket|favorite_relation,"I2|[1.0,1.8)|market_favorite",350,6.6,1.89,50,27,23,2026-05,-1.36,8.2074
league|outcome|odds_bucket,"T1|home|[1.0,1.8)",462,7.42,1.61,52,28,24,2026-05,-1.31,8.1767
league|outcome|favorite_relation,T1|home|market_favorite,1236,12.0,0.97,52,28,24,2026-05,4.74,8.1068
league|outcome|market_prob_bucket,"E3|home|[0.20,0.28)",250,0.89,0.36,50,27,23,2026-05,-2.0,8.0392
league|market_prob_bucket,"SP2|[0.55,1.00]",360,0.23,0.06,51,27,23,2026-05,-2.9,8.007
league|odds_bucket|market_prob_bucket,"SP2|[1.0,1.8)|[0.55,1.00]",360,0.23,0.06,51,27,23,2026-05,-2.9,8.007
league|market_prob_bucket|favorite_relation,"SP2|[0.55,1.00]|market_favorite",360,0.23,0.06,51,27,23,2026-05,-2.9,8.007
league|outcome|market_prob_bucket,"G1|away|[0.20,0.28)",276,28.14,10.2,49,26,23,2026-05,-4.0,7.1215
league|outcome|odds_bucket,"D2|away|[4.0,5.0)",206,8.2,3.98,51,27,24,2026-05,0.2,6.4379
league|outcome|odds_bucket,"E2|home|[1.0,1.8)",654,22.7,3.47,49,26,23,2026-05,-0.03,6.3818
league|outcome|odds_bucket,"B1|home|[1.0,1.8)",456,7.93,1.74,53,28,25,2026-05,2.09,6.1913
league|outcome|market_prob_bucket,"E2|home|[0.55,1.00]",520,7.24,1.39,49,26,23,2026-05,0.97,6.1532
league|outcome|market_prob_bucket,"SC0|home|[0.34,0.42)",226,2.93,1.3,50,26,23,2026-05,2.35,6.1426
league|odds_bucket|market_prob_bucket,"I2|[2.8,3.5)|[0.28,0.34)",1902,16.22,0.85,50,26,23,2026-05,-6.18,6.0938
league|outcome|favorite_relation,SP1|home|market_favorite,1314,7.69,0.59,51,27,24,2026-05,0.72,6.0644
league|outcome|market_prob_bucket,"G1|home|[0.55,1.00]",307,1.68,0.55,49,26,23,2026-05,1.92,6.0602
league|outcome|odds_bucket,"F2|home|[1.0,1.8)",305,1.39,0.46,53,28,25,2026-05,0.66,6.0501
league|odds_bucket|market_prob_bucket,"E3|[1.0,1.8)|[0.42,0.55)",153,11.25,7.35,42,22,20,2026-05,-0.29,4.8088
league|outcome|odds_bucket,"I1|draw|[3.5,4.0)",574,25.6,4.46,50,26,24,2026-05,3.6,4.4906
league|market_prob_bucket,"SP1|[0.55,1.00]",630,19.45,3.09,50,26,24,2026-05,3.65,4.3396
league|odds_bucket|market_prob_bucket,"SP1|[1.0,1.8)|[0.55,1.00]",630,19.45,3.09,50,26,24,2026-05,3.65,4.3396
league|market_prob_bucket|favorite_relation,"SP1|[0.55,1.00]|market_favorite",630,19.45,3.09,50,26,24,2026-05,3.65,4.3396
league|outcome|odds_bucket,"I1|draw|[2.8,3.5)",744,12.23,1.64,49,25,23,2026-05,-5.3,4.1808
league|odds_bucket,"N1|[4.0,5.0)",616,9.24,1.5,49,25,23,2026-05,12.7,4.165
league|odds_bucket|favorite_relation,"N1|[4.0,5.0)|market_non_favorite",616,9.24,1.5,49,25,23,2026-05,12.7,4.165
league|outcome|market_prob_bucket,"D1|draw|[0.20,0.28)",1084,67.85,6.26,49,25,24,2026-05,-7.97,2.6885
league|outcome|odds_bucket,"F1|away|[4.0,5.0)",194,10.96,5.65,49,25,24,2026-05,2.1,2.6214
league|outcome|market_prob_bucket,"D2|home|[0.28,0.34)",236,9.94,4.21,51,26,25,2026-05,3.0,2.4633
league|outcome|odds_bucket,"F1|away|[2.2,2.8)",270,10.23,3.79,51,26,25,2026-05,4.35,2.4168
league|market_prob_bucket,"D1|[0.20,0.28)",1544,22.38,1.45,49,25,24,2026-05,5.77,2.1594
league|market_prob_bucket|favorite_relation,"D1|[0.20,0.28)|market_non_favorite",1544,22.38,1.45,49,25,24,2026-05,5.77,2.1594
league|outcome|market_prob_bucket,"N1|away|[0.28,0.34)",198,2.34,1.18,49,25,24,2026-05,-0.8,2.13
league|market_prob_bucket,"SP1|[0.42,0.55)",736,6.58,0.89,51,26,25,2026-05,-4.21,2.0983
league|market_prob_bucket|favorite_relation,"SP1|[0.42,0.55)|market_favorite",736,6.58,0.89,51,26,25,2026-05,-4.21,2.0983
league|outcome|odds_bucket,"N1|away|[2.8,3.5)",212,1.84,0.87,49,25,24,2026-05,-0.8,2.0955
league|market_prob_bucket,"I2|[0.28,0.34)",1943,13.67,0.7,50,25,24,2026-05,-6.18,2.0774
league|market_prob_bucket|favorite_relation,"I2|[0.28,0.34)|market_non_favorite",1938,10.37,0.54,50,25,24,2026-05,-6.18,2.0589
league|outcome|favorite_relation,B1|away|market_favorite,541,0.35,0.06,53,27,26,2026-05,-6.48,2.0071
