month,train_window,status,training_candidates,bets,active_days,staked,profit,roi_pct,available_capacity,test_candidates,alpha,safety_margin,estimator_profile,maximum_odds,validation_rmse_pct,outcome_probability_validation_brier,market_probability_validation_brier,outcome_probability_weight,average_closing_edge_pct,positive_clv_rate,outcome_counts
2024-01,2022-07-01..2023-12-31,ABSTAIN_INNER_VALIDATION,7381,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,
2024-02,2022-08-01..2024-01-31,FROZEN_MODEL_EVALUATED,7711,3,3,0.42,0.87,207.14,2900.0,496.0,1.0,0.0,ridge,5.0,8.4952,,,0.0,7.657,0.6667,"{'home': 2, 'away': 1}"
2024-03,2022-09-01..2024-02-29,FROZEN_MODEL_EVALUATED,7638,4,4,0.52,-0.07,-13.46,3100.0,448.0,100.0,0.0,ridge,5.0,8.042,,,0.0,14.0908,0.75,"{'home': 1, 'away': 3}"
2024-04,2022-10-01..2024-03-31,FROZEN_MODEL_EVALUATED,7663,2,1,0.28,0.08,28.57,3000.0,556.0,1.0,0.0,ridge,5.0,8.0067,,,0.0,6.3258,1.0,{'away': 2}
2024-05,2022-11-01..2024-04-30,FROZEN_MODEL_EVALUATED,7487,2,2,0.54,0.66,122.22,3100.0,254.0,10.0,0.0,ridge,5.0,8.0808,,,0.0,4.7693,1.0,"{'away': 1, 'draw': 1}"
2024-08,2023-02-01..2024-07-31,FROZEN_MODEL_EVALUATED,6653,57,15,7.4,-0.49,-6.62,3100.0,396.0,100.0,0.0,ridge,5.0,8.3784,,,0.0,0.3899,0.4912,"{'away': 30, 'draw': 8, 'home': 19}"
2024-09,2023-03-01..2024-08-31,FROZEN_MODEL_EVALUATED,6489,6,5,0.83,0.03,3.61,3000.0,475.0,100.0,0.0,ridge,5.0,8.7175,,,0.0,6.8731,0.8333,"{'home': 1, 'draw': 4, 'away': 1}"
2024-10,2023-04-01..2024-09-30,FROZEN_MODEL_EVALUATED,6527,6,5,1.02,-0.66,-64.71,3100.0,480.0,100.0,0.0,ridge,5.0,8.7994,,,0.0,6.2015,0.6667,"{'home': 2, 'away': 4}"
2024-11,2023-05-01..2024-10-31,FROZEN_MODEL_EVALUATED,6351,4,3,0.5,-0.03,-6.0,3000.0,461.0,100.0,0.0,ridge,5.0,8.8316,,,0.0,5.3129,1.0,"{'draw': 3, 'away': 1}"
2024-12,2023-06-01..2024-11-30,FROZEN_MODEL_EVALUATED,6381,3,2,0.42,0.87,207.14,3100.0,531.0,100.0,0.0,ridge,5.0,8.847,,,0.0,5.9011,0.6667,"{'draw': 1, 'home': 1, 'away': 1}"
2025-01,2023-07-01..2024-12-31,FROZEN_MODEL_EVALUATED,6868,0,0,0.0,0.0,0.0,3100.0,486.0,10.0,0.5,ridge,5.0,9.4326,,,0.0,,,{}
2025-02,2023-08-01..2025-01-31,FROZEN_MODEL_EVALUATED,7342,14,9,1.89,1.15,60.85,2800.0,514.0,100.0,0.0,ridge,5.0,8.783,,,0.0,4.6273,0.8571,"{'away': 1, 'draw': 11, 'home': 2}"
2025-03,2023-09-01..2025-02-28,FROZEN_MODEL_EVALUATED,7468,3,3,0.4,-0.06,-15.0,3100.0,495.0,100.0,0.0,ridge,5.0,8.5611,,,0.0,13.2493,1.0,"{'away': 1, 'draw': 2}"
2025-04,2023-10-01..2025-03-31,FROZEN_MODEL_EVALUATED,7427,9,5,1.04,-0.35,-33.65,3000.0,526.0,100.0,0.0,ridge,5.0,8.4236,,,0.0,1.1093,0.4444,{'draw': 9}
2025-05,2023-11-01..2025-04-30,ABSTAIN_INNER_VALIDATION,7469,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,
2025-08,2024-02-01..2025-07-31,FROZEN_MODEL_EVALUATED,6488,14,9,1.76,-0.32,-18.18,3100.0,489.0,100.0,0.0,ridge,5.0,8.5039,,,0.0,4.0323,0.7857,"{'home': 1, 'away': 8, 'draw': 5}"
2025-09,2024-03-01..2025-08-31,FROZEN_MODEL_EVALUATED,6481,10,5,1.46,2.25,154.11,3000.0,477.0,100.0,0.0,ridge,5.0,8.6835,,,0.0,11.4441,1.0,"{'away': 8, 'home': 1, 'draw': 1}"
2025-10,2024-04-01..2025-09-30,FROZEN_MODEL_EVALUATED,6510,19,10,2.8,-0.59,-21.07,3100.0,481.0,100.0,0.0,ridge,5.0,8.6586,,,0.0,3.5833,0.5789,"{'away': 14, 'draw': 2, 'home': 3}"
2025-11,2024-05-01..2025-10-31,FROZEN_MODEL_EVALUATED,6435,5,4,0.61,0.46,75.41,3000.0,524.0,10.0,0.25,ridge,5.0,8.7716,,,0.0,5.4076,0.8,"{'away': 4, 'home': 1}"
2025-12,2024-06-01..2025-11-30,FROZEN_MODEL_EVALUATED,6705,1,1,0.11,0.34,309.09,3100.0,479.0,10.0,0.25,ridge,5.0,8.8287,,,0.0,28.1175,1.0,{'away': 1}
2026-01,2024-07-01..2025-12-31,FROZEN_MODEL_EVALUATED,7179,4,2,0.94,0.98,104.26,3100.0,538.0,1.0,0.25,ridge,5.0,8.8203,,,0.0,9.6082,1.0,"{'away': 3, 'home': 1}"
2026-02,2024-08-01..2026-01-31,FROZEN_MODEL_EVALUATED,7711,0,0,0.0,0.0,0.0,2800.0,526.0,1.0,0.25,ridge,5.0,8.8837,,,0.0,,,{}
2026-03,2024-09-01..2026-02-28,FROZEN_MODEL_EVALUATED,7841,2,2,0.22,0.19,86.36,3100.0,469.0,100.0,0.25,ridge,5.0,8.3273,,,0.0,0.5323,0.5,{'away': 2}
2026-04,2024-10-01..2026-03-31,FROZEN_MODEL_EVALUATED,7835,2,2,0.24,0.25,104.17,3000.0,428.0,1.0,0.25,ridge,5.0,8.3153,,,0.0,-7.6452,0.5,{'away': 2}
